study,study_sample,sample_no,publishedyear,country,continent,samplingtype,psychotic_n,delusion_n,ethnicity,globeculturalcluster,diagnosiscoded,mooddisordercoded,setting,scale,validatedmeasure,clinicalassessment,percentfemales,agemean,psychosisdurationyears,percentantipsychoticmedication,qa,theme,cases
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_catastrophe_worldcatastrophe,6.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_catastrophe_worldcatastrophe,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_medicalstaff_teacher,2.0
Stratton 2017,Stratton 2017 S_1,1,2017,USA,North America,Purposive,25,,Mixed American,Anglo,Schizophrenia,no,Inpatient,SCID,Validated,Structured,0.04,37.12,,0.88,6,n_grandiose_grandioseability_grandeur,3.0
Stratton 2017,Stratton 2017 S_1,1,2017,USA,North America,Purposive,25,,Mixed American,Anglo,Schizophrenia,no,Inpatient,SCID,Validated,Structured,0.04,37.12,,0.88,6,n_religious,9.0
Stratton 2017,Stratton 2017 S_1,1,2017,USA,North America,Purposive,25,,Mixed American,Anglo,Schizophrenia,no,Inpatient,SCID,Validated,Structured,0.04,37.12,,0.88,6,n_paranoid,22.0
Stratton 2017,Stratton 2017 S_1,1,2017,USA,North America,Purposive,25,,Mixed American,Anglo,Schizophrenia,no,Inpatient,SCID,Validated,Structured,0.04,37.12,,0.88,6,n_devil_satan,9.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_beingreligiousleader_god_prophet_saint,10.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_religious,11.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_bodilymovementsandactionsbeingcontrolled,11.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_sexual,16.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_thoughtbroadcasting_spokenaloud_dissemination,3.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_grandiose_grandioseability_grandeur,27.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_beingattacked,56.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_neighbours_friends_closeassociates,10.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_spirits_jinee_ghosts,16.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_organisation_mafia_agencies,12.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_witchcraft_magic_blackmagic,20.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_reference,11.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_infidelity_loveaffair,2.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_socialstatus(famous_king_celebrity_sociallydistinguished),31.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_someonecontrolling_operatingsexorgans,4.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_messages,5.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_god_jesus_prophet_religiousbeingspecialrelationcommunication,10.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_jealousy,14.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_identity_grandioseidentity,41.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_persecutory,61.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_control,13.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_family_relatives,32.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_erotomanicheterosexual,14.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_conspiracy,16.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_specialpowers_skills,25.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_known_unknownpeopleingeneral_groups,19.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_misinterpretation,15.0
Suhail 2003,Suhail 2003 S_1,1,2003,Pakistan,Asia,Purposive,98,98.0,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.49,,,,8,n_communication_specialrelation,5.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_thoughtinsertion,9.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_god_jesus_prophet_religiousbeingspecialrelationcommunication,20.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_specialpowers_skills,33.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_organisation_mafia_agencies,3.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_known_unknownpeopleingeneral_groups,39.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_identity_grandioseidentity,27.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_control,24.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_depersonalisation,8.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingcontrolledbyexternalforce,11.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_jealousy,31.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_catastrophe_worldcatastrophe,15.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_somelivingbeing_nonlivingthing_deadbeing,5.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_massmedia,14.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_socialstatus(famous_king_celebrity_sociallydistinguished),28.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_socialstatus_beingpolitical_royalfamily_king_hero,24.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_laser_rays,7.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_externalforce_laser_etc_unknown,16.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingkilled,29.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingknown_famous,7.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_assistance,13.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_reference,28.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_hypochondriacal,10.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingslandered_talkedabout,19.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_neighbours_friends_closeassociates,17.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingcontrolledbysomeperson,11.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_religious,33.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingfollowed,15.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_paranormal,40.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_spirits_jinee_ghosts,34.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_grandiose_grandioseability_grandeur,40.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_alienation_thoughtalienation,20.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_booksongsolelyfortheperson_objects,32.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_sexual,12.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_someoneistryingtohelp,10.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_family_relatives,31.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_specialforceistryingtohelp,7.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_invention,8.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_witchcraft_magic_blackmagic,24.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_guilt/sin,14.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_machine_computer,22.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_wealth(beingrich),14.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_persecutory,31.0
Suhail 2010,Suhail 2010 S_1,1,2010,Pakistan,Asia,Purposive,53,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.245,35.16,,,10,n_beingreligiousleader_god_prophet_saint,26.0
Taylor 1973,Taylor 1973 S_1,1,1973,USA,North America,Purposive,52,,Mixed American,Anglo,Affective Psychosis,yes,Inpatient,None used,Not validated,Unstructured,0.558,41.3,12.8,0.923,6,n_persecutory,22.0
Taylor 1973,Taylor 1973 S_1,1,1973,USA,North America,Purposive,52,,Mixed American,Anglo,Affective Psychosis,yes,Inpatient,None used,Not validated,Unstructured,0.558,41.3,12.8,0.923,6,n_grandiose_grandioseability_grandeur,31.0
Teixeira 2009,Teixeira 2009 S_2,2,2009,Brazil ,South America,Purposive,30,30.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.9,16.5,,10,n_persecutory,23.0
Teixeira 2009,Teixeira 2009 S_1,1,2009,Brazil ,South America,Purposive,29,29.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.0,15.8,,10,n_persecutory,21.0
Teixeira 2009,Teixeira 2009 S_2,2,2009,Brazil ,South America,Purposive,30,30.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.9,16.5,,10,n_control,3.0
Teixeira 2009,Teixeira 2009 S_1,1,2009,Brazil ,South America,Purposive,29,29.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.0,15.8,,10,n_control,5.0
Teixeira 2009,Teixeira 2009 S_2,2,2009,Brazil ,South America,Purposive,30,30.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.9,16.5,,10,n_grandiose_grandioseability_grandeur,4.0
Teixeira 2009,Teixeira 2009 S_1,1,2009,Brazil ,South America,Purposive,29,29.0,Mixed Brazilian ,Latin America,Schizophrenia,no,Inpatient,MMADS,Validated,Structured,0.0,38.0,15.8,,10,n_grandiose_grandioseability_grandeur,3.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_primary,20.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_primary,94.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_primary,67.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_primary,18.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_grandiose_grandioseability_grandeur,5.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_thoughtbroadcasting_spokenaloud_dissemination,15.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_grandiose_grandioseability_grandeur,24.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_thoughtbroadcasting_spokenaloud_dissemination,7.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_thoughtbroadcasting_spokenaloud_dissemination,118.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_thoughtbroadcasting_spokenaloud_dissemination,64.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_grandiose_grandioseability_grandeur,155.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_grandiose_grandioseability_grandeur,52.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_poverty,17.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_control,7.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_thoughtwithdrawal,28.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_thoughtecho_gedankenlautwerden,13.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_thoughtecho_gedankenlautwerden,10.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_thoughtecho_gedankenlautwerden,58.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_thoughtecho_gedankenlautwerden,44.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_control,25.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_control,62.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_control,3.0
Toh 2016,Toh 2016 S_4,4,2016,Australia,Australia,Random,293,,Australian,Anglo,Schizoaffective Disorder,mixed,Outpatient,DIP,Validated,Structured,0.464,38.3,15.4,,10,n_persecutory,90.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_persecutory,305.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_persecutory,23.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_persecutory,54.0
Toh 2016,Toh 2016 S_2,2,2016,Australia,Australia,Random,81,,Australian,Anglo,Major Depressive Disorder,yes,Outpatient,DIP,Validated,Structured,0.593,39.9,15.3,,10,n_thoughtwithdrawal,1.0
Toh 2016,Toh 2016 S_3,3,2016,Australia,Australia,Random,857,,Australian,Anglo,Schizophrenia,no,Outpatient,DIP,Validated,Structured,0.286,37.1,13.7,,10,n_thoughtwithdrawal,60.0
Toh 2016,Toh 2016 S_1,1,2016,Australia,Australia,Random,319,,Australian,Anglo,Bipolar Disorder,yes,Outpatient,DIP,Validated,Structured,0.558,40.8,16.3,,10,n_thoughtwithdrawal,5.0
